,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
30252341,9,6,5,459,2,2,0,2
30252388,16,9,2,1377,3,3,4,0
30252445,24,0,10,1836,0,0,5,3
30252476,28,10,0,1836,5,3,0,0
30252493,33,4,5,918,3,1,0,2
30252524,39,5,0,918,0,2,0,0
30252646,61,6,10,918,2,2,5,3
30252674,65,6,9,459,2,2,3,3
30252682,66,5,3,459,0,2,1,1
30252697,69,4,0,918,3,1,0,0
30252715,72,6,0,918,2,2,0,0
30252863,95,1,2,459,2,0,4,0
30252876,96,6,10,918,2,2,5,3
30252922,103,3,0,459,1,1,0,0
30252936,106,9,8,459,3,3,1,3
30253019,121,8,10,918,1,3,5,3
30253035,124,1,10,1377,2,0,5,3
30253169,147,3,5,459,1,1,0,2
30253196,151,8,6,459,1,3,2,2
30253339,177,9,3,918,3,3,1,1
30253377,183,2,0,918,4,0,0,0
30253440,192,9,7,459,3,3,4,2
30253489,201,6,10,918,2,2,5,3
30253535,210,3,8,918,1,1,1,3
30253583,219,7,2,918,4,2,4,0
30253757,251,4,5,918,3,1,0,2
30253828,264,9,0,1377,3,3,0,0
30253864,270,4,0,918,3,1,0,0
30253887,273,6,3,459,2,2,1,1
30253931,279,1,5,918,2,0,0,2
30253944,281,4,8,918,3,1,1,3
30253966,284,1,0,459,2,0,0,0
30253977,286,4,9,918,3,1,3,3
30254080,303,3,8,918,1,1,1,3
30254223,327,6,1,918,2,2,2,0
30254279,336,4,9,918,3,1,3,3
30254349,349,5,2,1377,0,2,4,0
30254392,355,1,10,1377,2,0,5,3
30254394,355,1,10,1377,2,0,5,3
30254488,371,1,7,918,2,0,4,2
30254604,391,4,10,918,3,1,5,3
30254609,391,4,1,459,3,1,2,0
30254653,399,8,1,1377,1,3,2,0
30254752,415,6,0,918,2,2,0,0
30254785,421,5,1,918,0,2,2,0
30254843,432,4,10,918,3,1,5,3
30254872,437,9,0,1377,3,3,0,0
30255025,462,3,0,459,1,1,0,0
30255211,490,3,10,1377,1,1,5,3
30255220,491,6,0,918,2,2,0,0
30255222,492,4,0,918,3,1,0,0
30255258,497,1,8,1377,2,0,1,3
30255272,500,3,1,459,1,1,2,0
30255307,507,0,7,1377,0,0,4,2
30255383,521,2,8,1377,4,0,1,3
30255418,528,3,10,1377,1,1,5,3
30255446,532,1,10,1377,2,0,5,3
30255512,542,4,7,459,3,1,4,2
30255603,558,6,2,918,2,2,4,0
30255636,564,6,1,918,2,2,2,0
30255638,564,5,8,459,0,2,1,3
30255752,581,3,10,1377,1,1,5,3
30255755,581,6,8,459,2,2,1,3
30255831,593,2,10,1377,4,0,5,3
30255846,595,9,2,1377,3,3,4,0
30255852,596,9,8,459,3,3,1,3
30255990,618,0,8,1377,0,0,1,3
30256083,632,1,0,459,2,0,0,0
30256206,650,7,8,918,4,2,1,3
30256227,653,7,1,918,4,2,2,0
30256361,677,9,0,1377,3,3,0,0
30256378,680,6,0,918,2,2,0,0
30256414,686,7,10,459,4,2,5,3
30256446,694,5,3,459,0,2,1,1
30256457,696,0,9,1377,0,0,3,3
30256526,706,8,2,1377,1,3,4,0
30256537,708,4,8,918,3,1,1,3
30256575,715,6,8,459,2,2,1,3
30256677,734,1,5,918,2,0,0,2
30256704,738,3,0,459,1,1,0,0
30256789,752,6,8,459,2,2,1,3
30256817,756,9,8,459,3,3,1,3
30256923,771,4,3,459,3,1,1,1
30256973,781,6,0,918,2,2,0,0
30257026,788,4,2,459,3,1,4,0
30257033,789,5,2,1377,0,2,4,0
30257205,818,2,10,1377,4,0,5,3
30257245,826,6,2,918,2,2,4,0
30257274,833,7,0,1377,4,2,0,0
30257318,839,3,10,1377,1,1,5,3
30257353,844,3,2,918,1,1,4,0
30257379,848,6,8,459,2,2,1,3
30257383,848,3,0,459,1,1,0,0
30257387,848,6,5,459,2,2,0,2
30257450,857,4,8,918,3,1,1,3
30257452,857,3,1,459,1,1,2,0
30257490,863,3,7,918,1,1,4,2
30257498,865,1,10,1377,2,0,5,3
30257514,867,4,8,918,3,1,1,3
30257600,880,6,7,459,2,2,4,2
30257665,891,6,7,459,2,2,4,2
30257781,909,3,2,918,1,1,4,0
30257825,916,4,10,918,3,1,5,3
30258022,951,6,8,459,2,2,1,3
30258103,966,4,5,918,3,1,0,2
30258154,976,3,2,918,1,1,4,0
30258202,983,2,8,1377,4,0,1,3
30258203,983,6,10,918,2,2,5,3
30258223,986,6,10,918,2,2,5,3
30258231,987,0,10,1836,0,0,5,3
30258237,988,3,8,918,1,1,1,3
30258299,997,3,10,1377,1,1,5,3
30258415,1013,3,7,918,1,1,4,2
30258447,1018,10,8,918,5,3,1,3
30258479,1024,3,1,459,1,1,2,0
30258509,1029,6,0,918,2,2,0,0
30258560,1037,2,0,918,4,0,0,0
30258619,1048,4,2,459,3,1,4,0
30258628,1049,4,5,918,3,1,0,2
30258732,1067,5,2,1377,0,2,4,0
30258830,1086,8,0,1377,1,3,0,0
30258832,1086,1,8,1377,2,0,1,3
30258876,1096,6,8,459,2,2,1,3
30258922,1104,5,8,459,0,2,1,3
30258957,1109,4,3,459,3,1,1,1
30258978,1113,3,0,459,1,1,0,0
30259073,1129,9,2,1377,3,3,4,0
30259182,1147,9,10,459,3,3,5,3
30259266,1161,3,2,918,1,1,4,0
30259345,1173,9,3,918,3,3,1,1
30259415,1186,6,2,918,2,2,4,0
30259421,1187,4,0,918,3,1,0,0
30259488,1198,6,10,918,2,2,5,3
30259538,1209,4,1,459,3,1,2,0
30259539,1209,9,3,918,3,3,1,1
30259607,1221,4,2,459,3,1,4,0
30259671,1231,5,7,918,0,2,4,2
30259690,1234,6,0,918,2,2,0,0
30259700,1236,3,9,918,1,1,3,3
30259743,1242,9,2,1377,3,3,4,0
30259818,1254,0,8,1377,0,0,1,3
30259852,1258,4,8,918,3,1,1,3
30259855,1258,2,8,1377,4,0,1,3
30259870,1262,3,8,918,1,1,1,3
30259893,1267,1,8,1377,2,0,1,3
30259919,1271,1,0,459,2,0,0,0
30259980,1282,6,2,918,2,2,4,0
30259985,1283,5,7,918,0,2,4,2
30259999,1285,2,10,1377,4,0,5,3
