,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
39567645,28,7,0,1377,4,2,0,0
39567715,41,0,10,1836,0,0,5,3
39567727,43,8,7,918,1,3,4,2
39567793,53,4,5,918,3,1,0,2
39567857,64,1,0,459,2,0,0,0
39567886,68,3,9,918,1,1,3,3
39567979,80,5,0,918,0,2,0,0
39568294,135,8,9,459,1,3,3,3
39568335,144,2,9,1377,4,0,3,3
39568427,160,6,10,918,2,2,5,3
39568500,173,5,10,1377,0,2,5,3
39568509,175,4,10,918,3,1,5,3
39568586,191,4,1,459,3,1,2,0
39568630,198,6,10,918,2,2,5,3
39568648,200,4,0,918,3,1,0,0
39568730,215,7,10,459,4,2,5,3
39568737,216,4,7,459,3,1,4,2
39568812,230,1,3,459,2,0,1,1
39568855,240,3,0,459,1,1,0,0
39568939,255,6,8,459,2,2,1,3
39569024,270,3,1,459,1,1,2,0
39569092,281,7,2,918,4,2,4,0
39569140,288,3,10,1377,1,1,5,3
39569197,300,5,0,918,0,2,0,0
39569201,300,6,3,459,2,2,1,1
39569240,307,1,0,459,2,0,0,0
39569251,308,7,0,1377,4,2,0,0
39569253,308,2,10,1377,4,0,5,3
39569321,319,1,6,918,2,0,2,2
39569514,356,3,10,1377,1,1,5,3
39569517,356,6,5,459,2,2,0,2
39569530,358,1,8,1377,2,0,1,3
39569616,375,9,0,1377,3,3,0,0
39569639,380,3,8,918,1,1,1,3
39569689,388,5,3,459,0,2,1,1
39569850,418,5,8,459,0,2,1,3
39569879,424,10,8,918,5,3,1,3
39569970,437,7,0,1377,4,2,0,0
39570070,455,5,2,1377,0,2,4,0
39570126,464,0,10,1836,0,0,5,3
39570208,476,6,10,918,2,2,5,3
39570253,482,0,2,918,0,0,4,0
39570325,496,4,8,918,3,1,1,3
39570385,506,1,8,1377,2,0,1,3
39570429,513,9,0,1377,3,3,0,0
39570495,523,9,7,459,3,3,4,2
39570605,540,1,0,459,2,0,0,0
39570642,548,3,2,918,1,1,4,0
39570734,566,6,0,918,2,2,0,0
39570904,595,4,5,918,3,1,0,2
39571023,614,4,0,918,3,1,0,0
39571208,644,3,2,918,1,1,4,0
39571218,646,6,4,459,2,2,3,1
