,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
57285641,5,7,10,459,4,2,5,3
57285663,12,2,0,918,4,0,0,0
57285704,21,8,2,1377,1,3,4,0
57286095,110,6,2,918,2,2,4,0
57286145,123,4,0,918,3,1,0,0
57286152,124,5,10,1377,0,2,5,3
57286155,125,6,1,918,2,2,2,0
57286283,151,5,0,918,0,2,0,0
57286334,161,4,5,918,3,1,0,2
57286356,166,7,10,459,4,2,5,3
57286541,204,1,0,459,2,0,0,0
57286590,215,6,1,918,2,2,2,0
57286611,219,1,10,1377,2,0,5,3
57286638,224,6,10,918,2,2,5,3
57286733,243,5,0,918,0,2,0,0
57286894,281,1,8,1377,2,0,1,3
57286988,302,3,4,459,1,1,3,1
57287028,309,3,8,918,1,1,1,3
57287182,347,2,10,1377,4,0,5,3
57287214,354,3,4,459,1,1,3,1
57287310,378,4,5,918,3,1,0,2
57287404,403,10,5,1377,5,3,0,2
57287446,411,10,8,918,5,3,1,3
57287448,412,5,0,918,0,2,0,0
57287455,413,1,0,459,2,0,0,0
57287465,417,6,10,918,2,2,5,3
57287561,441,5,2,1377,0,2,4,0
57287719,476,9,0,1377,3,3,0,0
57287743,481,1,8,1377,2,0,1,3
57287764,486,3,10,1377,1,1,5,3
57287774,488,9,5,918,3,3,0,2
57287873,512,8,7,918,1,3,4,2
57287887,515,1,7,918,2,0,4,2
57287914,520,9,1,1377,3,3,2,0
57287915,520,1,8,1377,2,0,1,3
57287932,523,1,2,459,2,0,4,0
57287972,532,1,8,1377,2,0,1,3
57288045,546,4,2,459,3,1,4,0
57288098,558,3,10,1377,1,1,5,3
57288189,575,4,7,459,3,1,4,2
57288368,614,6,10,918,2,2,5,3
57288384,619,1,0,459,2,0,0,0
57288524,654,7,5,918,4,2,0,2
57288556,662,9,2,1377,3,3,4,0
57288564,664,1,0,459,2,0,0,0
57288639,678,7,2,918,4,2,4,0
57288660,682,4,10,918,3,1,5,3
57288730,698,3,0,459,1,1,0,0
57288827,720,8,10,918,1,3,5,3
57288852,724,4,8,918,3,1,1,3
57288869,727,6,5,459,2,2,0,2
57288928,739,0,10,1836,0,0,5,3
57288967,745,3,7,918,1,1,4,2
57289058,765,4,5,918,3,1,0,2
57289097,773,9,0,1377,3,3,0,0
57289113,776,4,7,459,3,1,4,2
57289236,801,6,2,918,2,2,4,0
57289280,811,4,10,918,3,1,5,3
57289335,822,7,4,459,4,2,3,1
57289409,837,3,9,918,1,1,3,3
57289414,838,7,9,459,4,2,3,3
57289415,838,3,5,459,1,1,0,2
57289453,847,3,2,918,1,1,4,0
57289457,849,1,10,1377,2,0,5,3
