,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
29530317,0,6,8,459,2,2,1,3
29530343,4,1,2,459,2,0,4,0
29530443,22,9,8,459,3,3,1,3
29530463,25,5,0,918,0,2,0,0
29530469,26,3,0,459,1,1,0,0
29530486,29,9,0,1377,3,3,0,0
29530581,47,4,0,918,3,1,0,0
29530648,62,6,2,918,2,2,4,0
29530739,77,4,8,918,3,1,1,3
29530776,84,1,3,459,2,0,1,1
29530839,94,8,10,918,1,3,5,3
29531062,134,3,8,918,1,1,1,3
29531085,138,8,7,918,1,3,4,2
29531107,142,4,3,459,3,1,1,1
29531217,160,4,2,459,3,1,4,0
29531226,162,4,0,918,3,1,0,0
29531264,168,6,2,918,2,2,4,0
29531275,170,6,10,918,2,2,5,3
29531277,170,6,5,459,2,2,0,2
29531314,176,0,5,918,0,0,0,2
29531364,183,3,5,459,1,1,0,2
29531417,194,4,10,918,3,1,5,3
29531419,194,4,10,918,3,1,5,3
29531431,196,9,5,918,3,3,0,2
29531478,205,4,9,918,3,1,3,3
29531524,212,6,1,918,2,2,2,0
29531532,213,4,2,459,3,1,4,0
29531714,241,6,0,918,2,2,0,0
29531719,242,4,10,918,3,1,5,3
29531777,250,1,8,1377,2,0,1,3
29531907,270,8,10,918,1,3,5,3
29531995,282,3,7,918,1,1,4,2
29532091,298,6,10,918,2,2,5,3
29532126,304,7,10,459,4,2,5,3
29532127,304,6,8,459,2,2,1,3
29532142,306,3,0,459,1,1,0,0
29532187,314,4,5,918,3,1,0,2
29532192,315,9,5,918,3,3,0,2
29532301,333,6,10,918,2,2,5,3
29532712,405,3,10,1377,1,1,5,3
29532742,410,7,10,459,4,2,5,3
29532757,413,8,6,459,1,3,2,2
29532899,437,3,8,918,1,1,1,3
29533030,460,6,8,459,2,2,1,3
29533093,471,4,5,918,3,1,0,2
29533165,483,3,2,918,1,1,4,0
29533241,498,3,7,918,1,1,4,2
29533350,518,3,9,918,1,1,3,3
29533378,523,4,6,459,3,1,2,2
29533395,525,6,10,918,2,2,5,3
29533402,526,3,8,918,1,1,1,3
29533416,529,3,10,1377,1,1,5,3
29533543,553,3,0,459,1,1,0,0
29533643,569,3,1,459,1,1,2,0
29533794,592,6,8,459,2,2,1,3
29533858,604,2,0,918,4,0,0,0
29533890,610,3,0,459,1,1,0,0
29533964,621,0,2,918,0,0,4,0
29534009,629,7,6,459,4,2,2,2
29534044,633,7,5,918,4,2,0,2
29534089,640,8,0,1377,1,3,0,0
29534166,656,6,8,459,2,2,1,3
29534275,675,6,9,459,2,2,3,3
29534344,686,3,0,459,1,1,0,0
29534357,689,6,0,918,2,2,0,0
29534433,702,6,2,918,2,2,4,0
29534446,704,3,2,918,1,1,4,0
29534501,712,5,8,459,0,2,1,3
29534569,725,4,0,918,3,1,0,0
29534621,734,1,10,1377,2,0,5,3
29534712,748,6,0,918,2,2,0,0
29534740,753,1,8,1377,2,0,1,3
29534743,754,4,2,459,3,1,4,0
29534780,760,8,9,459,1,3,3,3
29535103,815,6,3,459,2,2,1,1
