,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
63324956,3,11,15,917,3,3,4,4
63324978,7,14,15,917,2,4,4,4
63325001,11,8,9,917,4,2,6,2
63325023,16,35,28,1834,7,9,7,7
63325045,21,29,24,1834,9,7,6,6
63325069,25,5,2,917,5,1,4,0
63325093,30,4,20,3668,3,1,5,5
63325114,34,35,37,1834,7,9,11,9
63325137,39,11,6,1834,3,3,0,2
63325158,42,29,36,1834,9,7,9,9
63325180,46,29,35,1834,9,7,7,9
63325201,52,28,15,2751,7,7,4,4
63325226,57,11,5,1834,3,3,5,1
63325247,60,11,14,917,3,3,2,4
63325270,64,28,27,917,7,7,5,7
63325290,68,14,13,917,2,4,0,4
63325312,73,32,34,1834,8,8,12,8
63325334,76,4,2,917,3,1,4,0
63325357,82,25,36,2751,8,6,9,9
63325378,85,14,16,1834,2,4,6,4
63325400,89,32,24,1834,8,8,6,6
63325423,93,28,21,1834,7,7,7,5
63325446,97,29,27,1834,9,7,5,7
63325469,102,32,37,1834,8,8,11,9
63325490,107,11,14,917,3,3,2,4
63325511,110,28,26,1834,7,7,10,6
63325534,114,7,9,1834,2,2,6,2
63325556,119,28,15,2751,7,7,4,4
63325580,124,25,17,1834,8,6,8,4
63325601,127,6,14,1834,0,2,2,4
63325622,132,10,0,2751,1,3,0,0
63325643,136,5,2,917,5,1,4,0
63325664,141,11,5,1834,3,3,5,1
63325686,145,28,34,2751,7,7,12,8
63325709,152,7,15,1834,2,2,4,4
63325733,157,11,5,1834,3,3,5,1
63325755,161,11,14,917,3,3,2,4
63325775,165,8,18,2751,4,2,1,5
63325796,170,31,27,917,6,8,5,7
63325816,175,11,15,917,3,3,4,4
63325838,179,11,8,917,3,3,4,2
63325859,184,11,23,2751,3,3,4,6
63325879,188,25,22,917,8,6,9,5
63325902,194,11,13,1834,3,3,0,4
63325924,197,18,24,2751,1,5,6,6
63325944,201,32,30,1834,8,8,11,7
63325964,204,22,21,917,9,5,7,5
63325987,210,25,36,2751,8,6,9,9
63326011,216,11,3,1834,3,3,1,1
63326034,220,11,18,1834,3,3,1,5
63326055,225,11,5,1834,3,3,5,1
63326078,229,25,23,1834,8,6,4,6
63326101,233,7,6,917,2,2,0,2
63326121,237,10,0,2751,1,3,0,0
63326143,242,7,14,1834,2,2,2,4
63326164,246,33,28,1834,10,8,7,7
63326186,250,7,2,1834,2,2,4,0
63326207,255,24,15,1834,6,6,4,4
63326228,259,11,0,2751,3,3,0,0
63326250,264,15,23,1834,4,4,4,6
63326275,270,11,6,1834,3,3,0,2
63326296,274,8,16,1834,4,2,6,4
63326316,278,25,20,1834,8,6,5,5
63326338,285,8,3,1834,4,2,1,1
63326359,288,32,37,1834,8,8,11,9
63326381,293,29,23,2751,9,7,4,6
63326401,297,11,13,1834,3,3,0,4
63326423,301,28,26,1834,7,7,10,6
63326446,305,11,15,917,3,3,4,4
63326467,308,11,16,1834,3,3,6,4
63326488,313,31,24,1834,6,8,6,6
63326509,318,36,24,2751,9,9,6,6
63326532,322,11,13,1834,3,3,0,4
63326552,325,28,15,2751,7,7,4,4
63326574,331,25,35,2751,8,6,7,9
63326598,336,11,14,917,3,3,2,4
63326620,339,25,34,2751,8,6,12,8
63326642,345,29,28,917,9,7,7,7
63326665,349,25,17,1834,8,6,8,4
63326686,352,21,26,1834,7,5,10,6
63326708,358,8,20,2751,4,2,5,5
63326731,363,28,34,2751,7,7,12,8
63326753,368,11,0,2751,3,3,0,0
63326773,372,21,17,917,7,5,8,4
63326794,378,29,36,1834,9,7,9,9
63326816,383,8,16,1834,4,2,6,4
63326837,388,32,24,1834,8,8,6,6
63326860,394,15,13,1834,4,4,0,4
63326884,399,11,2,2751,3,3,4,0
63326907,404,25,15,2751,8,6,4,4
63326930,407,25,35,2751,8,6,7,9
63326951,411,28,20,1834,7,7,5,5
63326974,415,28,36,1834,7,7,9,9
63326994,420,21,26,1834,7,5,10,6
63327017,424,8,18,2751,4,2,1,5
63327038,429,7,9,1834,2,2,6,2
63327058,434,29,31,1834,9,7,6,8
63327081,439,8,5,917,4,2,5,1
63327102,444,29,31,1834,9,7,6,8
63327124,448,11,5,1834,3,3,5,1
63327147,452,21,34,3668,7,5,12,8
63327168,456,11,6,1834,3,3,0,2
63327189,462,3,5,1834,1,1,5,1
63327213,466,14,6,1834,2,4,0,2
63327234,470,11,20,1834,3,3,5,5
63327254,474,7,0,1834,2,2,0,0
63327278,480,31,36,1834,6,8,9,9
63327300,484,11,2,2751,3,3,4,0
63327322,488,7,3,917,2,2,1,1
63327344,492,28,37,2751,7,7,11,9
63327365,498,28,20,1834,7,7,5,5
63327387,502,31,26,2751,6,8,10,6
63327412,506,14,20,1834,2,4,5,5
63327432,510,11,0,2751,3,3,0,0
63327455,515,32,16,3668,8,8,6,4
63327476,521,11,20,1834,3,3,5,5
63327497,525,11,5,1834,3,3,5,1
63327520,529,10,16,2751,1,3,6,4
63327542,535,32,37,1834,8,8,11,9
63327563,541,29,33,917,9,7,10,8
63327586,545,32,34,1834,8,8,12,8
63327607,550,8,24,3668,4,2,6,6
63327628,554,17,15,1834,8,4,4,4
63327649,559,8,24,3668,4,2,6,6
63327669,566,4,14,2751,3,1,2,4
63327691,569,5,6,2751,5,1,0,2
63327712,573,2,9,1834,4,0,6,2
63327732,576,11,24,2751,3,3,6,6
63327753,579,12,4,1834,5,3,3,1
63327776,586,25,30,1834,8,6,11,7
63327799,591,8,16,1834,4,2,6,4
63327819,595,4,15,2751,3,1,4,4
63327842,601,19,16,1834,3,5,6,4
63327864,605,29,36,1834,9,7,9,9
63327885,609,10,12,1834,1,3,5,3
63327907,613,11,24,2751,3,3,6,6
63327927,616,31,23,1834,6,8,4,6
63327952,621,11,5,1834,3,3,5,1
63327973,626,8,7,917,4,2,2,2
63327994,631,3,10,1834,1,1,1,3
63328015,636,29,22,1834,9,7,9,5
63328038,640,28,34,2751,7,7,12,8
63328060,646,9,16,1834,6,2,6,4
63328082,651,25,35,2751,8,6,7,9
63328104,656,8,6,1834,4,2,0,2
63328125,660,7,3,917,2,2,1,1
63328146,663,15,14,917,4,4,2,4
63328166,666,32,36,917,8,8,9,9
63328188,672,12,14,1834,5,3,2,4
63328212,676,11,16,1834,3,3,6,4
63328236,680,8,6,1834,4,2,0,2
63328259,683,3,20,3668,1,1,5,5
63328282,687,11,13,1834,3,3,0,4
63328304,690,7,2,1834,2,2,4,0
63328325,694,11,2,2751,3,3,4,0
63328347,697,12,16,917,5,3,6,4
63328367,701,24,15,1834,6,6,4,4
63328388,707,15,16,917,4,4,6,4
63328410,712,8,9,917,4,2,6,2
63328433,717,11,18,1834,3,3,1,5
63328453,721,29,15,3668,9,7,4,4
63328475,724,28,21,1834,7,7,7,5
63328499,727,7,15,1834,2,2,4,4
63328521,731,25,37,2751,8,6,11,9
63328543,736,25,34,2751,8,6,12,8
63328565,739,33,35,1834,10,8,7,9
63328585,743,25,15,2751,8,6,4,4
63328606,747,29,23,2751,9,7,4,6
63328628,752,11,12,917,3,3,5,3
63328652,755,21,16,917,7,5,6,4
63328675,760,7,14,1834,2,2,2,4
63328695,764,25,24,917,8,6,6,6
63328719,767,11,13,1834,3,3,0,4
63328740,772,10,18,1834,1,3,1,5
63328760,777,10,6,917,1,3,0,2
63328782,780,29,16,2751,9,7,6,4
63328803,784,25,16,1834,8,6,6,4
63328824,786,15,8,1834,4,4,4,2
63328844,790,25,22,917,8,6,9,5
63328865,795,32,37,1834,8,8,11,9
63328886,800,11,24,2751,3,3,6,6
63328906,804,3,9,2751,1,1,6,2
63328928,808,11,13,1834,3,3,0,4
63328950,814,32,35,917,8,8,7,9
63328973,819,11,15,917,3,3,4,4
63328994,823,8,24,3668,4,2,6,6
63329015,828,14,3,2751,2,4,1,1
63329038,833,36,37,917,9,9,11,9
63329059,836,32,23,2751,8,8,4,6
63329081,843,25,23,1834,8,6,4,6
63329101,847,7,6,917,2,2,0,2
63329123,851,29,37,1834,9,7,11,9
63329143,855,8,10,1834,4,2,1,3
63329166,860,24,23,917,6,6,4,6
63329189,865,11,12,917,3,3,5,3
63329210,868,28,24,917,7,7,6,6
63329231,872,7,6,917,2,2,0,2
63329252,876,22,27,2751,9,5,5,7
63329274,881,28,21,1834,7,7,7,5
63329296,885,7,18,2751,2,2,1,5
63329317,890,11,6,1834,3,3,0,2
63329339,893,25,36,2751,8,6,9,9
63329361,897,15,9,1834,4,4,6,2
63329382,902,29,36,1834,9,7,9,9
63329402,906,29,26,917,9,7,10,6
63329425,910,21,37,3668,7,5,11,9
63329448,915,10,2,2751,1,3,4,0
63329471,919,8,23,3668,4,2,4,6
63329491,923,7,18,2751,2,2,1,5
63329514,928,11,5,1834,3,3,5,1
63329538,933,25,37,2751,8,6,11,9
63329560,937,28,37,2751,7,7,11,9
63329584,940,4,0,1834,3,1,0,0
63329607,946,32,37,1834,8,8,11,9
63329628,950,7,20,2751,2,2,5,5
63329649,954,28,24,917,7,7,6,6
63329673,960,8,1,1834,4,2,2,0
63329695,964,7,13,1834,2,2,0,4
63329717,969,32,26,1834,8,8,10,6
63329738,972,25,26,917,8,6,10,6
63329759,975,29,36,1834,9,7,9,9
63329779,979,24,26,1834,6,6,10,6
63329802,983,28,29,917,7,7,9,7
63329823,987,15,2,3668,4,4,4,0
63329845,993,28,16,2751,7,7,6,4
63329866,996,32,20,2751,8,8,5,5
63329889,1000,14,0,3668,2,4,0,0
63329911,1004,11,16,1834,3,3,6,4
63329931,1007,21,26,1834,7,5,10,6
63329954,1010,25,36,2751,8,6,9,9
63329976,1014,11,24,2751,3,3,6,6
63329997,1019,7,0,1834,2,2,0,0
63330021,1022,4,16,2751,3,1,6,4
63330042,1026,28,26,1834,7,7,10,6
63330063,1032,14,13,917,2,4,0,4
63330088,1036,25,16,1834,8,6,6,4
63330111,1040,12,24,2751,5,3,6,6
