,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
57882983,2,32,23,2751,8,8,4,6
57883003,6,10,20,2751,1,3,5,5
57883024,11,29,36,1834,9,7,9,9
57883047,16,28,27,917,7,7,5,7
57883073,22,25,21,917,8,6,7,5
57883096,27,11,16,1834,3,3,6,4
57883117,32,7,10,917,2,2,1,3
57883139,37,11,18,1834,3,3,1,5
57883163,42,29,36,1834,9,7,9,9
57883184,46,25,23,1834,8,6,4,6
57883207,52,12,20,1834,5,3,5,5
57883228,54,25,30,1834,8,6,11,7
57883248,58,25,36,2751,8,6,9,9
57883268,63,11,24,2751,3,3,6,6
57883289,66,22,21,917,9,5,7,5
57883311,70,25,30,1834,8,6,11,7
57883337,76,15,12,917,4,4,5,3
57883357,80,14,1,3668,2,4,2,0
57883380,85,8,5,917,4,2,5,1
57883404,88,11,5,1834,3,3,5,1
57883426,92,25,15,2751,8,6,4,4
57883449,97,28,23,1834,7,7,4,6
57883470,100,21,15,1834,7,5,4,4
57883490,102,4,12,1834,3,1,5,3
57883512,105,4,0,1834,3,1,0,0
57883533,111,25,23,1834,8,6,4,6
57883554,116,25,37,2751,8,6,11,9
57883575,120,30,36,1834,11,7,9,9
57883600,124,8,15,1834,4,2,4,4
57883622,127,8,3,1834,4,2,1,1
57883642,132,29,34,1834,9,7,12,8
57883665,138,31,27,917,6,8,5,7
57883685,141,11,24,2751,3,3,6,6
57883706,144,11,14,917,3,3,2,4
57883727,149,11,16,1834,3,3,6,4
57883748,154,32,36,917,8,8,9,9
57883769,158,28,36,1834,7,7,9,9
57883792,162,11,12,917,3,3,5,3
57883815,168,8,6,1834,4,2,0,2
57883835,171,25,21,917,8,6,7,5
57883856,174,4,0,1834,3,1,0,0
57883879,178,28,36,1834,7,7,9,9
57883901,180,29,36,1834,9,7,9,9
57883922,184,26,36,2751,10,6,9,9
57883946,189,11,20,1834,3,3,5,5
57883971,195,29,35,1834,9,7,7,9
57883994,199,25,37,2751,8,6,11,9
57884016,204,11,24,2751,3,3,6,6
57884036,209,32,26,1834,8,8,10,6
57884057,213,14,13,917,2,4,0,4
57884078,217,11,6,1834,3,3,0,2
57884103,221,8,15,1834,4,2,4,4
57884125,225,25,33,1834,8,6,10,8
57884146,229,11,3,1834,3,3,1,1
57884167,232,4,18,3668,3,1,1,5
57884189,236,32,21,2751,8,8,7,5
57884215,242,25,22,917,8,6,9,5
57884236,244,33,30,917,10,8,11,7
57884258,251,8,13,2751,4,2,0,4
57884279,255,28,35,1834,7,7,7,9
57884301,259,25,35,2751,8,6,7,9
57884323,263,22,20,1834,9,5,5,5
57884343,266,29,15,3668,9,7,4,4
57884365,272,11,6,1834,3,3,0,2
57884387,277,25,23,1834,8,6,4,6
57884409,281,32,15,3668,8,8,4,4
57884432,287,25,16,1834,8,6,6,4
57884453,290,29,22,1834,9,7,9,5
57884476,294,28,23,1834,7,7,4,6
57884498,298,29,34,1834,9,7,12,8
57884518,301,19,13,1834,3,5,0,4
57884538,303,28,35,1834,7,7,7,9
57884562,308,28,31,917,7,7,6,8
57884585,313,28,33,1834,7,7,10,8
57884606,319,11,3,1834,3,3,1,1
57884628,323,8,9,917,4,2,6,2
57884651,327,15,1,3668,4,4,2,0
57884673,332,29,21,1834,9,7,7,5
57884693,336,11,16,1834,3,3,6,4
57884713,340,5,7,1834,5,1,2,2
57884737,343,25,35,2751,8,6,7,9
57884760,348,32,37,1834,8,8,11,9
57884781,352,8,16,1834,4,2,6,4
57884804,357,8,13,2751,4,2,0,4
57884825,360,31,35,917,6,8,7,9
57884848,366,7,1,1834,2,2,2,0
57884870,370,22,24,1834,9,5,6,6
57884894,375,25,37,2751,8,6,11,9
57884914,379,11,12,917,3,3,5,3
57884940,384,7,13,1834,2,2,0,4
57884960,387,7,3,917,2,2,1,1
57884983,391,12,9,917,5,3,6,2
57885004,396,28,37,2751,7,7,11,9
57885026,400,24,36,2751,6,6,9,9
57885047,405,8,1,1834,4,2,2,0
57885068,409,15,24,1834,4,4,6,6
57885090,413,32,31,917,8,8,6,8
57885113,417,24,35,2751,6,6,7,9
57885137,421,14,3,2751,2,4,1,1
57885160,427,15,14,917,4,4,2,4
57885180,430,11,9,1834,3,3,6,2
57885200,434,11,16,1834,3,3,6,4
57885223,438,29,37,1834,9,7,11,9
57885246,442,8,16,1834,4,2,6,4
57885269,447,26,37,2751,10,6,11,9
57885292,453,32,35,917,8,8,7,9
57885315,456,4,3,917,3,1,1,1
57885338,460,29,31,1834,9,7,6,8
57885360,465,11,18,1834,3,3,1,5
57885382,471,28,26,1834,7,7,10,6
57885404,477,11,9,1834,3,3,6,2
57885425,482,25,16,1834,8,6,6,4
57885447,486,29,35,1834,9,7,7,9
57885468,489,29,37,1834,9,7,11,9
57885489,493,29,15,3668,9,7,4,4
57885510,498,25,23,1834,8,6,4,6
57885532,502,4,0,1834,3,1,0,0
57885553,505,32,24,1834,8,8,6,6
57885574,510,11,10,917,3,3,1,3
57885601,514,4,8,917,3,1,4,2
57885621,517,28,35,1834,7,7,7,9
57885644,523,31,24,1834,6,8,6,6
57885665,529,4,9,1834,3,1,6,2
57885685,531,11,0,2751,3,3,0,0
57885707,534,33,36,917,10,8,9,9
57885728,538,29,35,1834,9,7,7,9
57885748,542,11,13,1834,3,3,0,4
57885769,545,14,10,917,2,4,1,3
57885790,548,7,0,1834,2,2,0,0
57885812,551,28,15,2751,7,7,4,4
57885833,556,17,15,1834,8,4,4,4
57885853,561,32,37,1834,8,8,11,9
57885876,566,8,16,1834,4,2,6,4
57885900,571,11,13,1834,3,3,0,4
57885922,577,19,10,1834,3,5,1,3
57885942,580,29,21,1834,9,7,7,5
57885965,585,14,13,917,2,4,0,4
57885988,590,8,14,1834,4,2,2,4
57886010,594,11,7,917,3,3,2,2
57886030,600,14,24,2751,2,4,6,6
57886055,605,28,35,1834,7,7,7,9
57886077,608,25,23,1834,8,6,4,6
57886097,613,4,0,1834,3,1,0,0
57886122,617,7,13,1834,2,2,0,4
57886147,623,11,3,1834,3,3,1,1
57886169,628,4,1,917,3,1,2,0
57886190,632,11,13,1834,3,3,0,4
57886212,636,11,13,1834,3,3,0,4
57886235,642,10,0,2751,1,3,0,0
57886258,646,7,3,917,2,2,1,1
57886281,649,10,13,917,1,3,0,4
57886303,654,7,15,1834,2,2,4,4
57886324,658,7,0,1834,2,2,0,0
57886345,661,11,7,917,3,3,2,2
57886366,664,29,27,1834,9,7,5,7
57886388,668,28,35,1834,7,7,7,9
57886408,673,15,16,917,4,4,6,4
57886429,678,7,13,1834,2,2,0,4
57886450,684,14,12,1834,2,4,5,3
57886472,690,28,37,2751,7,7,11,9
57886494,696,21,24,917,7,5,6,6
57886518,701,15,8,1834,4,4,4,2
57886542,704,32,37,1834,8,8,11,9
57886563,708,24,23,917,6,6,4,6
57886587,712,29,16,2751,9,7,6,4
57886607,715,7,0,1834,2,2,0,0
57886628,719,11,0,2751,3,3,0,0
57886650,722,11,8,917,3,3,4,2
57886673,726,1,0,917,2,0,0,0
57886693,729,10,12,1834,1,3,5,3
57886714,733,8,15,1834,4,2,4,4
57886735,737,3,6,917,1,1,0,2
57886755,740,4,12,1834,3,1,5,3
57886778,746,11,20,1834,3,3,5,5
57886803,751,26,36,2751,10,6,9,9
57886826,755,29,34,1834,9,7,12,8
57886846,760,8,16,1834,4,2,6,4
57886870,765,29,30,917,9,7,11,7
57886892,769,25,23,1834,8,6,4,6
57886913,772,7,15,1834,2,2,4,4
57886935,776,7,0,1834,2,2,0,0
57886956,780,11,16,1834,3,3,6,4
57886978,783,25,35,2751,8,6,7,9
57886999,787,11,9,1834,3,3,6,2
57887022,791,7,0,1834,2,2,0,0
57887043,796,28,24,917,7,7,6,6
57887065,803,25,27,1834,8,6,5,7
57887087,808,28,35,1834,7,7,7,9
57887109,812,8,2,1834,4,2,4,0
57887132,817,8,10,1834,4,2,1,3
57887152,821,8,18,2751,4,2,1,5
57887173,824,25,23,1834,8,6,4,6
57887194,830,11,13,1834,3,3,0,4
57887217,834,8,6,1834,4,2,0,2
57887238,837,7,13,1834,2,2,0,4
57887260,841,19,24,1834,3,5,6,6
57887282,846,29,24,1834,9,7,6,6
57887304,849,15,13,1834,4,4,0,4
57887327,853,28,25,917,7,7,8,6
57887348,857,7,23,3668,2,2,4,6
57887372,861,29,36,1834,9,7,9,9
57887392,865,8,13,2751,4,2,0,4
57887413,868,11,6,1834,3,3,0,2
57887434,871,29,35,1834,9,7,7,9
57887457,876,32,35,917,8,8,7,9
57887481,882,12,1,2751,5,3,2,0
57887504,885,25,33,1834,8,6,10,8
57887529,890,11,0,2751,3,3,0,0
57887550,894,8,0,2751,4,2,0,0
57887570,898,11,0,2751,3,3,0,0
57887592,901,29,35,1834,9,7,7,9
