,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
41336520,3,11,12,917,3,3,5,3
41336540,8,7,13,1834,2,2,0,4
41336563,14,7,20,2751,2,2,5,5
41336586,18,11,0,2751,3,3,0,0
41336608,24,29,37,1834,9,7,11,9
41336631,31,7,13,1834,2,2,0,4
41336654,35,11,16,1834,3,3,6,4
41336675,39,28,36,1834,7,7,9,9
41336697,43,24,15,1834,6,6,4,4
41336717,46,15,7,1834,4,4,2,2
41336740,52,32,35,917,8,8,7,9
41336760,57,11,12,917,3,3,5,3
41336782,61,8,13,2751,4,2,0,4
41336803,63,8,6,1834,4,2,0,2
41336825,67,25,15,2751,8,6,4,4
41336846,73,7,0,1834,2,2,0,0
41336868,79,25,21,917,8,6,7,5
41336893,85,8,2,1834,4,2,4,0
41336915,90,7,9,1834,2,2,6,2
41336936,94,29,27,1834,9,7,5,7
41336962,98,11,13,1834,3,3,0,4
41336991,105,35,26,2751,7,9,10,6
41337012,110,8,14,1834,4,2,2,4
41337038,115,4,3,917,3,1,1,1
41337061,121,22,27,2751,9,5,5,7
41337083,125,29,17,2751,9,7,8,4
41337105,129,11,14,917,3,3,2,4
41337125,134,32,37,1834,8,8,11,9
41337146,139,8,0,2751,4,2,0,0
41337169,144,10,15,1834,1,3,4,4
41337190,148,7,13,1834,2,2,0,4
41337213,153,11,14,917,3,3,2,4
41337234,157,8,2,1834,4,2,4,0
41337259,162,7,15,1834,2,2,4,4
41337282,168,32,27,1834,8,8,5,7
41337302,173,11,16,1834,3,3,6,4
41337323,177,12,2,2751,5,3,4,0
41337344,181,7,5,1834,2,2,5,1
41337364,184,7,5,1834,2,2,5,1
41337384,189,25,26,917,8,6,10,6
41337408,195,25,30,1834,8,6,11,7
41337429,200,32,36,917,8,8,9,9
41337452,203,11,13,1834,3,3,0,4
41337476,208,29,35,1834,9,7,7,9
41337497,214,5,9,917,5,1,6,2
41337520,220,11,0,2751,3,3,0,0
41337545,225,8,1,1834,4,2,2,0
41337569,231,28,15,2751,7,7,4,4
41337589,235,11,15,917,3,3,4,4
41337609,239,29,27,1834,9,7,5,7
41337631,244,15,16,917,4,4,6,4
41337652,249,8,10,1834,4,2,1,3
41337674,256,11,13,1834,3,3,0,4
41337697,260,26,34,1834,10,6,12,8
41337718,265,20,15,917,5,5,4,4
41337738,269,11,23,2751,3,3,4,6
41337760,272,25,31,1834,8,6,6,8
41337783,277,7,1,1834,2,2,2,0
41337804,280,11,8,917,3,3,4,2
41337826,284,29,36,1834,9,7,9,9
41337848,288,24,20,917,6,6,5,5
41337868,293,1,16,3668,2,0,6,4
41337889,299,19,6,2751,3,5,0,2
41337912,303,1,7,1834,2,0,2,2
41337933,307,11,5,1834,3,3,5,1
41337954,311,21,23,1834,7,5,4,6
41337977,317,8,18,2751,4,2,1,5
41337998,322,11,20,1834,3,3,5,5
41338024,326,29,37,1834,9,7,11,9
41338046,330,7,5,1834,2,2,5,1
41338067,334,29,26,917,9,7,10,6
41338090,339,29,28,917,9,7,7,7
41338110,342,28,24,917,7,7,6,6
41338134,347,14,0,3668,2,4,0,0
41338154,350,25,24,917,8,6,6,6
41338174,354,8,2,1834,4,2,4,0
41338195,359,25,37,2751,8,6,11,9
41338218,363,11,3,1834,3,3,1,1
41338240,368,29,26,917,9,7,10,6
41338262,373,29,16,2751,9,7,6,4
41338284,377,29,16,2751,9,7,6,4
41338307,382,29,35,1834,9,7,7,9
41338329,387,8,13,2751,4,2,0,4
41338351,392,25,23,1834,8,6,4,6
41338375,398,28,37,2751,7,7,11,9
41338397,402,25,31,1834,8,6,6,8
41338419,406,7,23,3668,2,2,4,6
41338439,412,5,0,2751,5,1,0,0
41338460,417,31,23,1834,6,8,4,6
41338482,422,8,13,2751,4,2,0,4
41338503,425,10,18,1834,1,3,1,5
41338524,431,8,6,1834,4,2,0,2
41338545,436,8,16,1834,4,2,6,4
41338567,441,11,0,2751,3,3,0,0
41338592,446,11,6,1834,3,3,0,2
41338613,449,4,6,1834,3,1,0,2
41338637,453,7,9,1834,2,2,6,2
41338659,457,8,16,1834,4,2,6,4
41338684,463,32,31,917,8,8,6,8
41338706,468,32,37,1834,8,8,11,9
41338726,471,4,0,1834,3,1,0,0
41338746,475,11,3,1834,3,3,1,1
41338769,480,11,13,1834,3,3,0,4
41338794,485,32,37,1834,8,8,11,9
41338816,489,15,8,1834,4,4,4,2
41338838,493,32,28,917,8,8,7,7
41338861,500,25,37,2751,8,6,11,9
41338882,505,10,19,1834,1,3,3,5
41338903,509,8,13,2751,4,2,0,4
41338924,513,28,26,1834,7,7,10,6
41338944,518,7,13,1834,2,2,0,4
41338964,522,29,24,1834,9,7,6,6
41338986,526,7,10,917,2,2,1,3
41339008,530,11,20,1834,3,3,5,5
41339030,533,28,35,1834,7,7,7,9
41339052,536,22,26,917,9,5,10,6
41339072,540,14,13,917,2,4,0,4
41339092,544,5,2,917,5,1,4,0
41339115,547,10,16,2751,1,3,6,4
41339136,553,8,6,1834,4,2,0,2
41339159,557,32,26,1834,8,8,10,6
41339180,560,11,14,917,3,3,2,4
41339200,565,35,37,1834,7,9,11,9
41339220,569,11,3,1834,3,3,1,1
41339243,572,8,3,1834,4,2,1,1
41339265,576,29,28,917,9,7,7,7
41339286,582,14,13,917,2,4,0,4
41339310,589,29,17,2751,9,7,8,4
41339332,592,8,2,1834,4,2,4,0
41339352,597,11,5,1834,3,3,5,1
41339372,600,32,34,1834,8,8,12,8
41339393,604,33,34,917,10,8,12,8
41339414,609,11,16,1834,3,3,6,4
41339435,614,25,16,1834,8,6,6,4
41339456,618,8,2,1834,4,2,4,0
41339476,621,22,15,2751,9,5,4,4
41339499,627,11,10,917,3,3,1,3
41339522,633,5,3,1834,5,1,1,1
41339542,636,11,5,1834,3,3,5,1
41339563,639,14,2,3668,2,4,4,0
41339586,644,10,5,2751,1,3,5,1
41339607,648,4,6,1834,3,1,0,2
41339628,653,9,14,2751,6,2,2,4
41339648,656,28,24,917,7,7,6,6
41339669,661,11,18,1834,3,3,1,5
41339690,665,15,0,3668,4,4,0,0
41339713,670,11,16,1834,3,3,6,4
41339733,674,7,15,1834,2,2,4,4
41339754,679,8,20,2751,4,2,5,5
41339776,684,4,12,1834,3,1,5,3
41339800,688,8,5,917,4,2,5,1
41339821,693,7,0,1834,2,2,0,0
41339842,698,11,16,1834,3,3,6,4
41339865,702,15,24,1834,4,4,6,6
41339886,705,29,24,1834,9,7,6,6
41339908,710,29,26,917,9,7,10,6
41339928,713,29,21,1834,9,7,7,5
41339949,719,25,33,1834,8,6,10,8
41339970,726,28,37,2751,7,7,11,9
41339991,731,32,36,917,8,8,9,9
41340012,735,7,5,1834,2,2,5,1
41340033,738,28,35,1834,7,7,7,9
41340055,742,11,9,1834,3,3,6,2
41340077,746,10,1,2751,1,3,2,0
41340098,751,5,18,3668,5,1,1,5
41340122,756,31,35,917,6,8,7,9
41340143,760,7,3,917,2,2,1,1
41340163,764,6,14,1834,0,2,2,4
41340190,769,7,5,1834,2,2,5,1
41340211,773,29,37,1834,9,7,11,9
41340234,778,28,34,2751,7,7,12,8
41340255,781,7,0,1834,2,2,0,0
41340276,783,15,2,3668,4,4,4,0
41340297,786,29,20,2751,9,7,5,5
41340320,792,32,37,1834,8,8,11,9
41340345,798,11,16,1834,3,3,6,4
41340367,803,11,0,2751,3,3,0,0
41340388,809,21,15,1834,7,5,4,4
41340410,814,11,19,1834,3,3,3,5
41340431,819,10,5,2751,1,3,5,1
41340455,824,8,16,1834,4,2,6,4
41340475,828,11,16,1834,3,3,6,4
41340498,834,4,0,1834,3,1,0,0
41340518,839,28,36,1834,7,7,9,9
41340541,843,7,14,1834,2,2,2,4
41340563,847,14,20,1834,2,4,5,5
41340586,853,28,34,2751,7,7,12,8
41340608,856,7,15,1834,2,2,4,4
41340630,861,8,18,2751,4,2,1,5
41340653,867,11,0,2751,3,3,0,0
41340675,871,14,23,1834,2,4,4,6
41340696,874,29,34,1834,9,7,12,8
41340716,877,32,30,1834,8,8,11,7
41340738,880,14,15,917,2,4,4,4
41340763,885,10,0,2751,1,3,0,0
41340784,889,25,24,917,8,6,6,6
41340805,893,32,37,1834,8,8,11,9
41340828,898,11,16,1834,3,3,6,4
41340848,901,7,0,1834,2,2,0,0
41340870,907,7,16,2751,2,2,6,4
41340891,910,28,35,1834,7,7,7,9
