,pickup_time,pickup_ID,dropoff_ID,distance,pickup_horizontal_idx,pickup_vertical_idx,dropoff_horizontal_idx,dropoff_vertical_idx
63941043,5,11,9,1834,3,3,6,2
63941064,10,16,15,917,6,4,4,4
63941086,14,12,14,1834,5,3,2,4
63941110,18,4,13,2751,3,1,0,4
63941132,22,11,1,2751,3,3,2,0
63941153,27,32,26,1834,8,8,10,6
63941175,31,29,35,1834,9,7,7,9
63941199,36,31,23,1834,6,8,4,6
63941219,40,7,9,1834,2,2,6,2
63941240,44,12,13,2751,5,3,0,4
63941263,49,7,0,1834,2,2,0,0
63941285,53,4,0,1834,3,1,0,0
63941306,59,8,16,1834,4,2,6,4
63941329,62,35,37,1834,7,9,11,9
63941352,67,29,33,917,9,7,10,8
63941374,70,32,37,1834,8,8,11,9
63941395,74,28,30,1834,7,7,11,7
63941415,78,25,21,917,8,6,7,5
63941437,83,25,34,2751,8,6,12,8
63941458,87,28,21,1834,7,7,7,5
63941478,90,7,0,1834,2,2,0,0
63941500,94,29,31,1834,9,7,6,8
63941523,99,29,36,1834,9,7,9,9
63941545,104,15,24,1834,4,4,6,6
63941568,107,29,35,1834,9,7,7,9
63941589,110,7,16,2751,2,2,6,4
63941613,113,7,2,1834,2,2,4,0
63941634,119,19,13,1834,3,5,0,4
63941658,124,32,34,1834,8,8,12,8
63941679,127,26,23,2751,10,6,4,6
63941699,132,11,0,2751,3,3,0,0
63941722,137,8,24,3668,4,2,6,6
63941745,142,29,37,1834,9,7,11,9
63941767,145,11,0,2751,3,3,0,0
63941790,150,12,5,1834,5,3,5,1
63941814,153,7,0,1834,2,2,0,0
63941836,158,11,0,2751,3,3,0,0
63941856,162,29,31,1834,9,7,6,8
63941876,166,11,16,1834,3,3,6,4
63941897,169,29,21,1834,9,7,7,5
63941918,173,7,0,1834,2,2,0,0
63941938,177,32,37,1834,8,8,11,9
63941964,182,10,14,917,1,3,2,4
63941986,188,32,24,1834,8,8,6,6
63942008,193,29,21,1834,9,7,7,5
63942032,196,25,24,917,8,6,6,6
63942054,200,15,13,1834,4,4,0,4
63942077,204,28,16,2751,7,7,6,4
63942099,209,25,16,1834,8,6,6,4
63942119,213,36,20,3668,9,9,5,5
63942142,219,8,18,2751,4,2,1,5
63942163,223,28,26,1834,7,7,10,6
63942185,227,8,18,2751,4,2,1,5
63942207,232,32,37,1834,8,8,11,9
63942228,235,29,35,1834,9,7,7,9
63942253,239,25,23,1834,8,6,4,6
63942274,242,32,37,1834,8,8,11,9
63942298,247,7,20,2751,2,2,5,5
63942319,250,4,0,1834,3,1,0,0
63942341,253,7,16,2751,2,2,6,4
63942367,259,8,16,1834,4,2,6,4
63942388,265,14,20,1834,2,4,5,5
63942409,268,11,9,1834,3,3,6,2
63942430,272,8,13,2751,4,2,0,4
63942451,278,29,36,1834,9,7,9,9
63942472,282,7,24,3668,2,2,6,6
63942497,288,28,24,917,7,7,6,6
63942520,292,32,35,917,8,8,7,9
63942543,296,4,1,917,3,1,2,0
63942565,301,7,5,1834,2,2,5,1
63942587,307,4,9,1834,3,1,6,2
63942607,310,28,23,1834,7,7,4,6
63942628,314,25,33,1834,8,6,10,8
63942649,317,4,1,917,3,1,2,0
63942670,321,25,15,2751,8,6,4,4
63942695,326,26,27,2751,10,6,5,7
63942717,331,32,30,1834,8,8,11,7
63942741,336,8,9,917,4,2,6,2
63942762,341,22,16,1834,9,5,6,4
63942782,343,8,16,1834,4,2,6,4
63942802,347,14,23,1834,2,4,4,6
63942826,353,4,0,1834,3,1,0,0
63942847,358,11,0,2751,3,3,0,0
63942870,362,8,0,2751,4,2,0,0
63942890,367,11,16,1834,3,3,6,4
63942911,371,36,30,1834,9,9,11,7
63942932,376,15,1,3668,4,4,2,0
63942953,380,4,14,2751,3,1,2,4
63942975,384,31,36,1834,6,8,9,9
63942997,387,3,12,2751,1,1,5,3
63943019,391,15,3,2751,4,4,1,1
63943040,396,25,21,917,8,6,7,5
63943062,399,4,13,2751,3,1,0,4
63943082,404,25,28,917,8,6,7,7
63943104,407,33,37,917,10,8,11,9
63943124,411,29,35,1834,9,7,7,9
63943145,415,11,16,1834,3,3,6,4
63943169,420,10,6,917,1,3,0,2
63943191,423,14,16,1834,2,4,6,4
63943213,428,25,35,2751,8,6,7,9
63943233,432,26,33,1834,10,6,10,8
63943255,436,29,37,1834,9,7,11,9
63943278,442,15,23,1834,4,4,4,6
63943298,445,15,6,2751,4,4,0,2
63943321,449,36,35,917,9,9,7,9
63943343,454,11,5,1834,3,3,5,1
63943363,457,32,36,917,8,8,9,9
63943385,463,19,10,1834,3,5,1,3
63943407,466,11,9,1834,3,3,6,2
63943430,471,28,17,2751,7,7,8,4
63943450,475,15,12,917,4,4,5,3
63943474,480,7,15,1834,2,2,4,4
63943494,483,10,15,1834,1,3,4,4
63943516,487,14,0,3668,2,4,0,0
63943537,491,11,5,1834,3,3,5,1
63943557,495,29,37,1834,9,7,11,9
63943577,499,8,3,1834,4,2,1,1
63943601,504,11,16,1834,3,3,6,4
63943623,509,32,37,1834,8,8,11,9
63943644,512,28,36,1834,7,7,9,9
63943666,517,8,10,1834,4,2,1,3
63943687,522,11,24,2751,3,3,6,6
63943709,525,14,8,1834,2,4,4,2
63943731,530,4,1,917,3,1,2,0
63943753,534,4,16,2751,3,1,6,4
63943775,539,28,15,2751,7,7,4,4
63943796,542,12,13,2751,5,3,0,4
63943816,547,32,37,1834,8,8,11,9
63943837,550,28,20,1834,7,7,5,5
63943860,553,8,24,3668,4,2,6,6
63943882,557,7,5,1834,2,2,5,1
63943903,560,28,15,2751,7,7,4,4
63943924,564,11,16,1834,3,3,6,4
63943947,568,35,23,2751,7,9,4,6
63943969,572,4,18,3668,3,1,1,5
63943990,575,4,16,2751,3,1,6,4
63944015,579,14,8,1834,2,4,4,2
63944035,583,29,20,2751,9,7,5,5
63944057,586,8,10,1834,4,2,1,3
63944078,590,12,16,917,5,3,6,4
63944098,594,11,0,2751,3,3,0,0
63944118,599,28,20,1834,7,7,5,5
63944138,602,28,36,1834,7,7,9,9
63944162,606,11,2,2751,3,3,4,0
63944183,611,8,16,1834,4,2,6,4
63944207,615,11,9,1834,3,3,6,2
63944228,619,11,12,917,3,3,5,3
63944248,622,29,16,2751,9,7,6,4
63944269,624,11,0,2751,3,3,0,0
63944290,627,7,0,1834,2,2,0,0
